report_type,report_year,country,reform_title,reform_description,reform_year,coder,model_reasoning,precision,modified_precision,recall,total_recall,years identified,RA year count,claude-sonnet-4-6,year_match_claude,gemini-3.1-pro,year_match_gemini,chatgpt-5.5,year_match_chatgpt,reform_id
,,,,,,,,,,,,,,,,,,,,
WBSAR_Indonesia,1970,Indonesia,Reorganization of the Ministry of Education and Culture,An institutional restructuring of the Ministry of Education and Culture that eliminated multiple Directorates General to reduce administrative overlap and established a new Office of Educational Development to improve system-wide educational planning.,1970,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Indonesia,1970,Indonesia,Technical Education Reform Project,"A donor-financed technical education reform establishing five centralized technical training centers serving a quarter of all senior technical secondary students. The project introduces a revised technical curriculum incorporating practical training, implements new terminal examinations and aptitude tests, provides specialized teacher training, and creates local and National Advisory Committees to link technical schools with industrial needs.",1970,gemini-3.1-pro,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Indonesia,1970,Indonesia,Reorganization of the Ministry of Education and Culture,"The Ministry of Education and Culture was reorganized by eliminating several Directorates General to reduce overlapping responsibilities, improve coordination, and establish an Office of Educational Development for overall education planning.",1970,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1970,Indonesia,Canadian-assisted textbook plant project,"A Canadian aid project supported the construction and equipment of a textbook plant, creating new public education production capacity for instructional materials.",1970,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1970,Indonesia,Reduction of senior technical secondary school specialties,Senior technical secondary school programs were rationalized by reducing the number of specialties from 50 to 30.,1970,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1970,Indonesia,Five technical training centers project,"A government-IDA education project established five technical training centers for senior technical secondary schools, with equipment, revised practical curricula, special entrance and terminal examinations, teacher training for 330 staff, technical assistance, advisory committees linking schools with industry, and a Project Implementation Unit under the Office of Educational Development.",1970,chatgpt-5.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Introduction of the course on financial and project management,"The course on financial and project management introduced during 1981. This course covered numerous topics (e.g., project planning and control, accounting and budgeting, bank loans, taxation and contract regulations) in nine days.""",1981,Esther,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,First of four education and training projects,"Industrial skills development has been the focus of four education and training projects, for which Bank Group assistance lending has amounted to US$135.6 million. TJnder the first of these projects, assisted through Credit 219-IND, five centralized workshops were established for practical training for students from nearby secondary technical schools.",,Esther,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Second of four education and training projects,"Industrial skills development has been the focus of four education and training projects, for which Bank Group assistance lending has amounted to US$135.6 million. The second project (Loan 1237-IND) supported development of vocational training programs (pre-service) provided by the Ministry of Manpower. ",,Esther,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Third of four education and training projects,"Industrial skills development has been the focus of four education and training projects, for which Bank Group assistance lending has amounted to US$135.6 million. The third project (Credit 869-IND) is supporting establishment of a polytechnic system to train engineering technicians for construction as well as other sectors.",,Esther,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Fourth of four education and training projects,"Industrial skills development has been the focus of four education and training projects, for which Bank Group assistance lending has amounted to US$135.6 million. The fourth project (Loan 1904-IND) supports the first phase of a development program for the university system, designed to improve the efficiency and quality of higher-level technical and managerial education.",,Esther,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Establishment of a CMDU,"To improve the quality and relevance of training for MPW staff, a CMDU has been established to prepare job-related courses and materials and to provide training for permanent instructional staff to be appointed to the RTCs (para. 1.17). The CMDU, created within the existing PUSDIKLAT organization, comprises five Divisions for: Curricula and Materials Development; Materials Design and Production; Instructor Training; Administration; and Finance. Seventeen new positions would be created for key staff for the CMDU""",,Esther,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Establishment of the Curricula and Materials Development Unit (CMDU),The Indonesian Ministry of Public Works established a new Curricula and Materials Development Unit within its Training Department to develop job-related training curricula and instructional materials for staff and to provide training for permanent instructional staff at Regional Training Centers. The unit was created by ministerial decree and staffed with 17 new positions.,1983,claude-sonnet-4-6,"This is a World Bank Staff Appraisal Report for Indonesia's Public Works Manpower Development Project (1983). The report describes a training/manpower development project for the Ministry of Public Works. Let me assess what qualifies as an education reform.
The report describes:

A World Bank-financed project implementing systemic training changes through the Indonesian government (MPW)
Establishment of new institutions (CMDU, new RTC)
Reorganization of the MPW Training Department
Expansion of Regional Training Centers
New contractor/mandor training program
Professional Resources Development fellowship program

These are government-implemented, donor-financed systemic changes to training/education institutions",,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Reorganization and Strengthening of the MPW Training Department,"The Ministry of Public Works reorganized its central Training Department (PUSDIKLAT) along functional lines introducing new divisions for Training, Monitoring and Evaluation, Finance, and Administration and strengthening sector-specific training units (BIDANG DIKLATs) to improve systematic planning, monitoring, evaluation, and financing of staff training programs.",1983,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Expansion and Upgrading of Regional Training Centers for Public Works Staff,The Ministry of Public Works rehabilitated and expanded five existing Regional Training Centers and constructed a new sixth center in Jakarta under a World Bank-financed project to nearly double short-course training capacity for MPW staff from approximately 10400 to 20500 trainees annually by 1986/87.,1983,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Experimental Contractor and Mandor Training Program,"The Ministry of Public Works through its Bureau for Construction Industry Development launched a nationally coordinated experimental training program for small- and medium-sized contractors and labor subcontractors (mandors) across all Indonesian provinces covering financial management, estimating, supervision, construction techniques, and site management.",1983,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Professional Resources Development Fellowship Program,"The Indonesian government implemented an overseas fellowship training program for staff of key planning and economic agencies including BAPPENAS, the Ministry of Finance, and the Civil Service Training Institute providing degree and short-term training in planning, management, public administration, and economics for approximately 113 officials.",1983,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,MPW Manpower Planning System Reform,The Ministry of Public Works strengthened its Division for Manpower Planning within the Bureau of Personnel to introduce systematic medium-term staff planning procedures including skills inventories and job classification systems to identify staffing requirements and training needs across central and provincial levels.,1983,claude-sonnet-4-6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Introduction of Regular In-Service Training for MPW Staff,The Ministry of Public Works introduced regular in-service training programs for its staff to address the shortage of qualified manpower.,1970,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Public Works Manpower Development Project,"A comprehensive systemic development of the Ministry of Public Works staff training system, including the establishment of a Curricula and Materials Development Unit (CMDU), the creation of a new Regional Training Center in Jakarta, and the upgrading of existing centers to expand short courses.",1983,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Establishment of Centralized Workshops for Secondary Technical Schools,The establishment of five centralized workshops to provide practical training for students from nearby secondary technical schools.,,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Ministry of Manpower Vocational Training Programs,The development of pre-service vocational training programs provided by the Ministry of Manpower.,,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Establishment of a Polytechnic System,The establishment of a polytechnic system to train engineering technicians for construction and other sectors.,,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,University System Development Program,The first phase of a development program for the university system designed to improve the efficiency and quality of higher-level technical and managerial education.,,gemini-3.1-pro,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,MPW Regular In-Service Staff Training,"The Ministry of Public Works began providing regular in-service training for staff, including short courses, university-based training, and overseas training to upgrade public works manpower.",1970,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,PERBINIKON Contractor and Mandor Pilot Training,"PERBINIKON, a project unit within the Ministry of Public Works Bureau for Construction Industry Development, initiated pilot training programs for staff of smaller construction firms and mandors, developed with local universities, GAPENSI, and state-owned contractors.",1981,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,MPW Training Department Management Reform,"The Public Works Manpower Development Project reorganized and strengthened the Ministry of Public Works Training Department and BIDANG DIKLATs to introduce improved procedures for planning, program development, monitoring, evaluation, and financing of staff training.",1983,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,MPW Manpower Planning System,"The project introduced systematic staff planning procedures in the Ministry of Public Works Manpower Planning Division, including staff skills inventories, job inventories, five-year staffing forecasts, and identification of training needs.",1983,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,MPW Program Planning and Information Management Reform,"The project launched a two-part reform of Ministry of Public Works planning and information management, including reviews and improvements to programming, budgeting, progress monitoring, and personnel, financial, and operations information systems.",1983,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Curricula and Materials Development Unit,The Ministry of Public Works established a Curricula and Materials Development Unit within PUSDIKLAT to prepare job-related training curricula and instructional materials and train instructional staff for regional training centers.,1983,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,MPW Modular Short-Course Curriculum Reform,"The project introduced new modular, job-related curricula and materials for Ministry of Public Works staff training across cross-sectoral and sector-specific technical, management, and supervisory fields.",1983,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Regional Training Center Expansion and Short-Course Scale-Up,"The project rehabilitated and expanded five regional training centers, established a sixth center in Jakarta, and expanded Ministry of Public Works short-course training to reach 20,500 staff annually by 1986/87.",1983,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Contractor and Mandor Training Program,"The project introduced an experimental national training program for small- and medium-sized contractors and mandors, coordinated by PERBINIKON with GAPENSI and mandors' cooperatives, covering construction management, tendering, supervision, quality control, construction techniques, and foremanship.",1983,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Professional Resources Development Fellowship Program,"The project continued and financed an overseas fellowship program for staff of BAPPENAS, the Ministry of Finance, LAN, the Ministry of State for Administrative Reform, and related agencies in planning, management, public administration, economics, and finance.",1983,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Centralized Workshops for Secondary Technical Schools,A Bank-assisted education project established five centralized workshops to provide practical training for students from nearby secondary technical schools.,,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Pre-Service Vocational Training Development Program,A Bank-supported project developed pre-service vocational training programs provided by the Ministry of Manpower.,,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,Polytechnic System Establishment,A Bank-supported project established a polytechnic system to train engineering technicians for construction and other sectors.,,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Indonesia,1983,Indonesia,University System Development Program,The first phase of a Bank-supported development program for the university system was launched to improve the efficiency and quality of higher-level technical and managerial education.,,chatgpt-5.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Pilot program,"A pilot program comprising four
coeducational, comprehensive schools, each with 500-600 students, was start-
ed in 1966 to reform and modernize general education and to coordinate edu-
cation efforts made by the government, local authorities and religious orders.
The schools have a broad diversified curriculum, including academic and
practical subjects, and offer counselling and guidance services. ",1966,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Pilot program,the four pilot comprehensive schools built in 1966,1966,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Pilot program,the four pilot comprehensive schools started in 1966,1966,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,The Free Education Scheme (1967) ,"under the Free
Education Scheme (1967) and other recent legislation, both the number of
students who benefit from the program and the average amount of grants per
student have increased substantially",1967,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Financial aid,"Since 1967, most (95% of day students in 1968) students no longer pay tuition fees;
instead, the government gives the schools direct suppletmiental grants (E25
per pupil). Needy parents receive textbook grants. A large part of teach-
ers' salaries and their pensions are paid by the state; capitation grants
(E13-El9 for junior secondarv: E15-E24 for senior secondary) are paid to
those schools meeting certain requirements set by the Department of Educa-
tion. Schools also receive equipment grants (Up to 70% of cost) for science
laboratories, geographv rooms, etc., and btuilding improvement loans to
schools are arranged at very favorable conditions by the Department of Edu-
cation.",1967,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,The Free Education Scheme (1967),"under the
Free Education Scheme (1967) and other recent Acts there have been both a
""""widening"""" of the scope of government intervention in education (more stu,t-
dents are affected by the nrogram) and a """"deepening"""" of transfers (the
amount of grants per student has increased).",1967,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,The Third Program,"Public expenditures on education are projected to grow at 8.4% p.a.
during the Third Program (1968-1972) and somewhat faster after the end of
that period.",1968,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Significant changes to secondary level education,"secondary level education is now undergoing a significant change
from a system of small, academically-oriented private boys' or girls' schools
(generally owned and operated by religious orders) to a system of comprehen-
sive, coeducational schools, incorporating pre-vocational training with
academic courses. The new comprehensive schools, fully financed by the government,
are managed by boards consisting of representatives of the religious orders,
and local and state authorities. This permits government guidance and flex-
ibility in programming, and assures the inclusion of pre-vocational courses
in the curriculum.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Project,"Nine technical schools and colleges are either in operation or under con-
struction, and the proposed project would add three more to aid in filling
the growing manpower gap in this area. A network of twenty
agricultural education centers has already been set up; the project would
provide an additional thirty. The fifty centers would offer management
courses for practicing farmers and introductory courses to school leavers.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Special training courses ,"In an ef-
fort to keep farmers abreast of rapid changes in farming, county agricultur-
al extension services have been developed. Extension staff visit farms and
hold special training courses throughout the country.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Project,"The project would thus consist of: (a) twenty-four comprehensive
schools; (b) three technical institutions; (c) thirty agricultural educa-
tion centers; and (d) two man/years of technical assistance.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of a Project Unit,"A Project Unit, within the Department of Education, is being es-
tablished to supervise the project's implementation, to coordinate activi-
ties within the government and with private bodies, and to provide liaison
with the Bank.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Project,"The project, as modified, would consist of:
A. Construction of and equipment for
- twenty-four comprehensive schools
- one regional technical college
- one secondary technical school
- one college of commerce
- thirty agricultural education centers",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Appointment of a Higher Education Authority,"Aware of the need for a reorientation and coordination of efforts in
higher education, the government has appointed a Higher Education Author-
ity to advise the Minister of Education on the development of higher educa-
tion",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Education Development Strategy,"Education Development Strategy. The overall education strategy of Ireland is to promote greater
efficiency and productivity of the system and a better distribution of
educational opportunities through:
(i) meeting the needs of the individual to make him an effective
participant in the development of the country;
(ii) coordination of all education efforts in the country;
(iii) efficient use of capital investments and recurrent
expenditures in education;
(iv) adapting the school system to a changing society and to
provide the trained manpower required for possible future
participation in the EEC; and
(v) making education at all levels comparable with that of
other West European countries.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Education Development Strategy,"Implementation of the above strategy, under discussion in the
1960's, has started. Primary education efficiency is being increased by
the continuous concentration of schools, construction of larger institutions
and introduction of school bus services. The period of compulsory schooling
will be extended gradually from six to nine years, beginning in certain
counties in 1972, as more secondary schools become available.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of a Development Branch in the Department of Education,"A Development Branch in the Department of
Education has been established and has gained considerable experience from
the four pilot comprehensive schools built in 1966. ",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Project,"The 24 comprehensive
schools forming part of the project would assist the country in its efforts
to reform and consolidate general secondary education. ",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Introductions by the School Building Unit,"The School Building
Unit in the Department of Education is introducing more efficient school
sizes and construction methods, the use of designs suitable for modern
teaching methods and teacher time-saving equipment.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Replacement of programs,"The present
system of alternative work and study (day and block release) programs for
basic training is gradually being replaced with a network of regional
secondary and post-secondary level technical colleges offering non-degree
programs.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Retraining and upgrading of the labor force in special training centers,"the government expects to retrain and upgrade the
labor force in special training centers operated by the Industrial Training
Authority.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Introduction of curriculum design and adaptation of education objectives catered to industry needs,"More participation by industry in curriculum design and adaptation
of education objectives to the needs of industry is being introduced.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Project,"The proposed project would help to finance (i) construction of and
equipment for the new institutions listed below, and (ii) two man-years of technical assistance",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Project,"The project would provide facilities and equipment for six new
state and 18 new community coeducational comprehensive schools; 14 of
which would be in rural areas. Five schools would be in new locations and
19 of them would replace 46 old and inefficiently small general secondary
institutions.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of a broad curriculum including elective academic and practical subjects,"In accordance witlh the government's education strategy and experi-
ence with the four pilot comprehensive schools started in 1966 (Appendix I,
paras. 10-13), the schools would have a broad curriculum including elective
academic and practical subjects.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Project,"Senior Secondary Technical School, Limerick. The project school would provide modern buildings and equipment
to replace the present collection of temporary or rented quarters at var-
ious sites in this important industrial and commercial center. It would
provide 800 places (450 replacement) for technical programs at senior
secondary level, apprentice training, and junior technician programs which
are partly post-secondary.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of a new post-secondary College of Technology and Commerce,"The Dublin Vocational Education Committee, which is responsible
for the administration of technical education, has recognized the danger
of further unplanned expansion of multi-level institutions, and has pro-
posed the establishment of a new post-secondary College of Technology and Commerce. The first phase of the development would be the College of
Commerce, for which Bank financing is requested, in order to replace
existing inadequate facilities, and to provide for urgently needed expansion. ",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,The educational reform,"The educational reform, now at the beginning of implemen-
tation, aims at a greater efficiency and productivity of the system. The emphasis on vocational and technical education, reform and
consolidation of general education is consistent with the social and eco-
nomic development strategy and with the projected pattern of growth",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Project,The proposed project is expected to contribute to the reform of the system,,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Creation of a development section in the Department of Education,"A development section has been created in
the Department of Education to promote primary and secondary education
development in relation to Irish needs and international trends and to
serve the system with developmenit of curricula, teaching aids, and teach-
ing methods.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Pilot program,"Thie secondary system is at present in the process of
transition. Four pilot experimental compreihensive schools incorporating
both academic and practical education hiave been started and the govern-
ment plans to replace gradually the private academic secondary institu-
tions with comprehensive schools.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Pilot program,"A pilot program aimed at: (a) reform of the general secondary
education structure and curriculum; (b) development of space standards;
and (c) economy of sclhool construction was started in 1966 by the govern-
ment in cooperation withi reli-ious orders and county education authori-
ties. The pilot project consists of four schools (500-600 students in
eachl) located in both urban and rural areas.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Pilot program,"The pilot scliools have successfully contributed to coordination
of education efforts by tlhe governmenit, religious orders and county autho-
rities.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Long-term policy,"The governmnent's long--term policv is to develop the comprehensive
sclhool concept furtlher and to reform and1 consolidate the entire general
secondary school system according to thiis pattern.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Reform programme,"In 1963, the government set in motion a study of the education
system to identify those measures necessary to integrate general and
technical education, and to better relate technical and vocational edu-
cation to the manpower needs of the country. Since 1966, the progress
has been of such scope and depth that the old and reformed systems exist
concurrently and the usual reporting procedures snowing trends, demand
factors, inputs, outputs, shortages, and measures of the quality of out-
put are of little relevance. The reform programme, still very much in the
early stages of implementation, has not yet produced graduates for the
labor market.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Schools and programs replaced by comprehensive coeducational schools,"schools and programs will be replaced by comprehensive coeducational schools with exploratory pre--vocational programs
for industrial, commercial and service occupations. ",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Introduction of a technical Leaving Certificate program,"In selected larger
comprehensive schools, a technical Leaving Certificate programn of a standard equivalent to the academic Leaving Certificate will be introduced.",,Esther,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Development of seven regional colleges,"To meet thle need for persons trained for techinician level pro-
duction and supervisorv jobs in industrial, commercial and service fields,
and to meet the miscellaneous training needs of residents, seven regional
colleges have been developed withi a planned capacity of 8,000 students. Their most advanced offerings are two and three-year post-secondary pro-
grams leadings to qualifications recognized by various British examining
bodies and other professional bodies. In addition, the centers offer
apprenticeship training, part-time courses, and the technical Leaving
Certificate program. ",,Esther,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Comprehensive Secondary School Pilot Program,The government launched a pilot program of four coeducational comprehensive schools combining academic and pre-vocational curricula jointly administered by government local authorities and religious orders to reform and modernize general secondary education.,1966,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of Regional Technical Colleges,The government developed a network of seven regional multi-level coeducational institutions offering courses in industrial commercial and service fields at both secondary and higher levels to meet growing demand for technicians and skilled workers.,1966,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Free Secondary Education Scheme,The government introduced free secondary education eliminating tuition fees for most secondary school students and providing direct supplemental grants to schools as well as free bus transport in rural areas.,1967,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of ANCO Industrial Training Authority,The government established ANCO a semi-autonomous corporation financed by industrial levies and government grants to operate apprenticeship upgrading updating and retraining programs with training centers built across the country.,1967,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of Higher Education Authority,The government appointed a Higher Education Authority consisting of representatives of academic educational agricultural and industrial interests to advise the Minister of Education on overall planning and coordination of higher education.,1971,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Extension of Compulsory Schooling,The government planned to extend the period of compulsory schooling from six to nine years beginning in certain counties in 1972 as more secondary schools became available.,1971,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Primary Curriculum Reform,A rotating curriculum revision system was introduced in primary schools to modernize instruction in both academic and practical subjects.,1971,claude-sonnet-4-6,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,World Bank-Financed Education Project Ireland,A World Bank-financed project approved by the Irish government to construct and equip twenty-four comprehensive secondary schools one regional technical college one secondary technical school one college of commerce and thirty agricultural education centers along with technical assistance for educational facility planning and construction systems development.,1971,claude-sonnet-4-6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Introduction of Comprehensive Schools,"Introduction of comprehensive, coeducational secondary schools combining academic and pre-vocational training, managed by boards representing religious orders, local, and state authorities.",1966,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Free Education Scheme,Introduction of free secondary education and government-financed school bus services for students in aided schools to widen educational access.,1967,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of the Industrial Training Authority (ANCO),"Creation of a semi-autonomous Industrial Training Authority, financed by industrial levies and government grants, to operate and oversee apprenticeship, upgrading, updating, and re-training programs.",1967,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,1971 Education Project,"A World Bank-financed sector project aimed at reforming and consolidating general secondary and vocational education through the construction of 24 comprehensive schools, three technical institutions, and 30 agricultural education centers.",1971,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of the Development Section,"Creation of a development section within the Department of Education to promote primary and secondary educational development, including the modernization of curricula, teaching methods, and teaching aids.",,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of the Higher Education Authority,"Establishment of a Higher Education Authority, comprising representatives from academic, educational, agricultural, and industrial sectors, to advise the government on the overall planning and coordination of higher education.",,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of Regional Technical Colleges,"Establishment of a network of regional technical colleges offering courses in industrial, commercial, and service fields at both secondary and higher education levels.",,gemini-3.1-pro,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of Agricultural Education Centers,Establishment of a network of county agricultural extension services and agricultural education centers to offer introductory agricultural courses to school leavers and management courses to practicing farmers.,,gemini-3.1-pro,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Comprehensive secondary school pilot program,"A government-backed pilot program of four coeducational comprehensive schools combining academic and practical subjects, counselling and guidance, and joint coordination among government, local authorities and religious orders to reform and modernize general secondary education.",1966,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Free Education Scheme,"A national financing reform under which most secondary day students no longer paid tuition fees, with government providing supplemental per-pupil grants to schools and textbook grants for needy parents.",1967,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of the Industrial Training Authority,"Creation of ANCO as a semi-autonomous authority financed by industrial levies and government grants to operate apprenticeship, upgrading, updating and retraining programs.",1967,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Education Project comprehensive school expansion,"A government-prepared Bank-financed project component to construct and equip twenty-four coeducational comprehensive schools, replacing forty-six inadequate private secondary schools and consolidating general secondary and vocational education.",1970,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Education Project technical and commerce education expansion,"A government-prepared Bank-financed project component to expand secondary and post-secondary technical and commerce education through a regional technical college, a secondary technical school and a college of commerce.",1970,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Education Project agricultural education center expansion,"A government-prepared Bank-financed project component to add thirty agricultural education centers to the existing network, providing farmer management courses and introductory agricultural courses for school leavers.",1970,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Gradual extension of compulsory schooling,"A phased reform to extend compulsory schooling from six to nine years, beginning in selected counties as additional secondary school capacity became available.",1972,chatgpt-5.5,,,,,,,,,,,,,,
WBSAR_Ireland,1971,Ireland,Establishment of the Higher Education Authority,"Appointment of a national authority to advise the Minister of Education on the development, reorientation and coordination of higher education.",,chatgpt-5.5,,,,,,,,,,,,,,
